@relation yeast-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RandomProjection-N7-R62-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
0.866025,0,1.870615,0.433013,0.225167,-0.155885,-0.69282,MIT
0.866025,0,1.991858,0.450333,0.467654,0.086603,-1.03923,MIT
0.866025,0,1.922576,0.467654,0.259808,-0.121244,-0.6755,MIT
0.866025,0,1.749371,0.606218,0.225167,-0.155885,-0.796743,NUC
0.866025,0,1.593487,0.450333,0.935307,0.554256,-0.969948,MIT
0.866025,0,2.528794,0.588897,0.294449,-0.086603,-0.831384,CYT
0.866025,0,1.766692,0.450333,1.125833,0.744782,-0.917987,MIT
0.866025,0,1.801333,0.433013,0.34641,-0.242487,-1.03923,NUC
0.866025,0,2.009179,0.762102,0.623538,0.242487,-0.762102,MIT
0.866025,0,1.71473,0.519615,0.259808,-0.259808,-1.177795,CYT
0.866025,0,1.610807,0.467654,0.363731,-0.103923,-1.03923,NUC
0.866025,0,1.662769,0.519615,0.34641,-0.155885,-1.03923,NUC
0.866025,0,1.71473,0.554256,0.606218,0.173205,-1.091192,CYT
0.866025,0,1.593487,0.519615,0.796743,0.415692,-0.744782,MIT
0.866025,0,1.732051,0.398372,0.32909,-0.051962,-0.519615,MIT
0.866025,0,1.662769,0.519615,0.190526,-0.190526,-0.935307,CYT
0.866025,0,1.541525,0.173205,0.190526,-0.502295,-0.900666,CYT
0.866025,0,1.749371,0.484974,0.190526,-0.259808,-0.744782,NUC
0.866025,0,1.541525,0.571577,0.363731,-0.017321,-0.848705,NUC
0.866025,0,1.991858,0.519615,0.363731,-0.069282,-0.6755,NUC
0.866025,0,1.558846,0.484974,0.277128,-0.103923,-0.952628,CYT
0.866025,0,1.593487,0.450333,0.381051,0,-1.004589,CYT
0.866025,0,1.818653,0.34641,0.519615,0.138564,-0.450333,CYT
0.866025,0,1.818653,0.519615,0.225167,-0.155885,-1.073872,CYT
0.866025,0,1.818653,0.519615,0.259808,-0.121244,-1.073872,CYT
0.866025,0,1.784012,0.519615,0.883346,0.502295,-0.917987,MIT
0.866025,0,1.69741,0.450333,0.32909,-0.138564,-0.866025,CYT
0.866025,0,1.853294,0.658179,0.311769,-0.069282,-0.762102,CYT
0.866025,0,2.147743,0.606218,0.415692,0.034641,-0.623538,MIT
0.866025,0,2.147743,0.051962,0.6755,0.103923,-0.450333,ME1
0.866025,0,1.680089,0.190526,0.173205,-0.381051,-0.935307,NUC
0.866025,0,1.628128,0.363731,1.506884,1.125833,-0.883346,MIT
0.866025,0,2.113102,0.242487,0.207846,-0.606218,-1.125833,CYT
